# accountAddr,discordID,scholarShare,payoutAddress
0xaa7fd3200eba605e3df12c9c1cc2bec155c69e1b,390473305737527309,0.65,0x5d8c545a323000e2173a645a31cc28ec5cbffcfc
0x5d8c545a323000e2173a645a31cc28ec5cbffcfc,247516165612503040,0.75,0x5d8c545a323000e2173a645a31cc28ec5cbffcfc
0x5d8c545a323000e2173a645a31cc28ec5cbffcfc,302264833464860682,0.65,0x5d8c545a323000e2173a645a31cc28ec5cbffcfc
0x4b59a17ad7d27bc994e74e5251d67cadb83f08bd,778613088202653716,0.65,0x4b59a17ad7d27bc994e74e5251d67cadb83f08bd
0xedf4fcbffdc15e02381d3a1ee4cc85fc8265c745,782169066722295859,0.65,0xedf4fcbffdc15e02381d3a1ee4cc85fc8265c745
0x5d8c545a323000e2173a645a31cc28ec5cbffcfc,807383493902073878,0.65,0x5d8c545a323000e2173a645a31cc28ec5cbffcfc
0x5d8c545a323000e2173a645a31cc28ec5cbffcfc,776185251037970453,0.65,0x5d8c545a323000e2173a645a31cc28ec5cbffcfc
0x5d8c545a323000e2173a645a31cc28ec5cbffcfc,776183043579707443,0.65,0x5d8c545a323000e2173a645a31cc28ec5cbffcfc
0x5d8c545a323000e2173a645a31cc28ec5cbffcfc,818927824109830154,0.65,0x5d8c545a323000e2173a645a31cc28ec5cbffcfc
0x9dd0641184fca3b37db0647362546b64c980f93e,808554363693039636,0.65,0x9dd0641184fca3b37db0647362546b64c980f93e
0x18d40d94e6c71f49da9999a2bb09d7769a5655c3,782162912844054538,0.65,0x18d40d94e6c71f49da9999a2bb09d7769a5655c3
0x1c854336914b3ed6235abdcc531ed27194f146bc,875169377668964442,0.65,0x1c854336914b3ed6235abdcc531ed27194f146bc
0x1c7591070a21cc1e107d5cefa85c247aa7e811d2,722630737790107660,0.65,0x1c7591070a21cc1e107d5cefa85c247aa7e811d2
0x7fbee6d73d11b67411d33dbc2e14a8c1cdf67999,326821441356038185,0.65,0x7fbee6d73d11b67411d33dbc2e14a8c1cdf67999
0x744974ebb331d7ead1cc05a020bcce5f81b325a3,868591417553985617,0.65,0x744974ebb331d7ead1cc05a020bcce5f81b325a3
0xd7501779f078694645e2574ce8f09d1d0131e73b,403061776943546368,0.65,0xd7501779f078694645e2574ce8f09d1d0131e73b
0x44531a58c4fb5505448f1de76bf2021a63ef6980,850325869737541633,0.65,0x44531a58c4fb5505448f1de76bf2021a63ef6980
0xc4d7df8757f55bc638a17480829e2fbd0e283ae3,661244245763424292,0.65,0xc4d7df8757f55bc638a17480829e2fbd0e283ae3
0x2007b5f1bffb9dee89735e8824b3e30c85f81fd8,760615093871706113,0.65,0x2007b5f1bffb9dee89735e8824b3e30c85f81fd8
0x7c6469a4faf6acb854586f65c01f1f492a7c1267,823749904660168715,0.65,0x7c6469a4faf6acb854586f65c01f1f492a7c1267
0x61f445ed01e929cf7ef5a2427e6e0fffea8a03c2,792109114666778655,0.65,0x61f445ed01e929cf7ef5a2427e6e0fffea8a03c2
0x55caeef4de3810bcf4b71f418d22cdc72ca7e6e5,806994214146539561,0.65,0x55caeef4de3810bcf4b71f418d22cdc72ca7e6e5
0xa9beb244962eb0c27febc5ca7eb54905b92352d7,824323870629822515,0.65,0xa9beb244962eb0c27febc5ca7eb54905b92352d7
0xfc2f046b067de161d3556a248863a627c1f5a88b,822992608015024159,0.65,0xfc2f046b067de161d3556a248863a627c1f5a88b
0x9777bcd57d0ea37037a6ebb881f6e7e349a00d92,807566857740877834,0.65,0x9777bcd57d0ea37037a6ebb881f6e7e349a00d92
0x77d21fbe9767fe3c3a1cfb8eb5bee2f5fa162c7e,780959089462607892,0.7,0x77d21fbe9767fe3c3a1cfb8eb5bee2f5fa162c7e
0x0500259da2102b2d63a5040f7b5d685939fbdab2,466131675487928320,0.65,0x0500259da2102b2d63a5040f7b5d685939fbdab2
0x69832bbe54442fe43dfa96feb746c5ec8d67ea9a,178773052497199104,0.65,0x69832bbe54442fe43dfa96feb746c5ec8d67ea9a
0x46557f1e284c85621c483983af460d69a8e647b9,640524124761882654,0.65,0x46557f1e284c85621c483983af460d69a8e647b9
0x96bde9b09eb2a41774934fe04f75b3987d9986b2,846029411706732544,0.65,0x96bde9b09eb2a41774934fe04f75b3987d9986b2
0x0425bccbd2c34b18558a6df51af4c0e9ad03c516,758817995299487795,0.75,0x0425bccbd2c34b18558a6df51af4c0e9ad03c516
0x5f6f875463ff986491bb5d9cdcd7876159037757,480190080447938566,0.65,0x5f6f875463ff986491bb5d9cdcd7876159037757
0x1bca798da4a660fa5320046dc78bcbb9800593d1,820520000708018186,0.65,0x1bca798da4a660fa5320046dc78bcbb9800593d1
0x0a5d9d7c21ea1e91b447b0859f94e29ddfc1976b,267078370943172610,0.75,0x0a5d9d7c21ea1e91b447b0859f94e29ddfc1976b
0x1fd949d5b516a30f20fc219c0aa93466c31d2e96,864058550783311874,0.65,0x1fd949d5b516a30f20fc219c0aa93466c31d2e96
0xa603ab16c43d6c3864f1d72743e3fd8307e667da,771786538991878164,0.65,0xa603ab16c43d6c3864f1d72743e3fd8307e667da
0x1a5becec1ef39da7bd0e38c7dd04c90d80658957,729657501997465600,0.65,0x1a5becec1ef39da7bd0e38c7dd04c90d80658957
0xbd161fb7970fd8a107246ba36a1febca12a4e24e,473712520591441922,0.65,0xbd161fb7970fd8a107246ba36a1febca12a4e24e
0x711c3f3ddd3786a21b772a9452f9bba137bbbb55,841822930803228703,0.65,0x711c3f3ddd3786a21b772a9452f9bba137bbbb55
0xa028fe9e4f2fcea7bd60fcf316ba4b62d92f7898,820751582425382932,0.65,0xa028fe9e4f2fcea7bd60fcf316ba4b62d92f7898
0x936f1d5404b0b3a011f723a08d6c3df76ea7602f,692571214648180737,0.65,0x936f1d5404b0b3a011f723a08d6c3df76ea7602f
0x427524c5436d833ee68af371db3d9e96bcd39659,820458490199932939,0.65,0x427524c5436d833ee68af371db3d9e96bcd39659
0x2eb14023decc9fe1fbf6701755b73f8ff2290558,748467006101127168,0.65,0x2eb14023decc9fe1fbf6701755b73f8ff2290558
0x6de3464b6407459bf535806d74b22a0c6163e3ca,776112224526794773,0.65,0x6de3464b6407459bf535806d74b22a0c6163e3ca
0x7ecf98041ae0d9e2ede803c4db9075dc1b9c2cfa,603618347480776704,0.65,0x7ecf98041ae0d9e2ede803c4db9075dc1b9c2cfa
0x94b3f7871693b3675ba807edd43f6471902098c7,437059733262696458,0.8,0x94b3f7871693b3675ba807edd43f6471902098c7
0x246a884903efd34455f4deeb6b55b227e516032b,771172988090974229,0.65,0x246a884903efd34455f4deeb6b55b227e516032b
0x9caa9775c53cd2b55a88d77fcb1c24a4faeb2475,306569153546813450,0.65,0x9caa9775c53cd2b55a88d77fcb1c24a4faeb2475
0xd7646a64d609b43de4edbfaf3d9391d92f4e687f,320095532078989313,0.75,0xd7646a64d609b43de4edbfaf3d9391d92f4e687f
0xf5f34b19d7461786ecbf83770c365215156dac40,842555484309291028,0.65,0xf5f34b19d7461786ecbf83770c365215156dac40
0x8bc072c891826d0ce452be58fa59d4b1bc585b09,747277827451256852,0.65,0x8bc072c891826d0ce452be58fa59d4b1bc585b09
0xf58b5eb7c00cbe27b7abda07f90468ae080f28a6,856238450583535666,0.65,0xf58b5eb7c00cbe27b7abda07f90468ae080f28a6
0xc140dc8fd4ca5f3894f121de3b590468811a2ff1,824034961727553546,0.65,0xc140dc8fd4ca5f3894f121de3b590468811a2ff1
0xcf4de72b31b076166129f4b19c269cdf78b67f4e,678852999816282112,0.65,0xcf4de72b31b076166129f4b19c269cdf78b67f4e
0xebc550f3f049eb329c1eb953ca94fd6baf9be084,857242684497068073,0.65,0xebc550f3f049eb329c1eb953ca94fd6baf9be084
0x8786d5567b0d79b4b7f1d5098037638b1571b0ef,427242293628502017,0.7,0x8786d5567b0d79b4b7f1d5098037638b1571b0ef
0xec7d6c6eeb20a37f8f1b7bba6393b08761cc6659,898866441288302634,0.65,0xec7d6c6eeb20a37f8f1b7bba6393b08761cc6659
0x434e77184f30f7a70826d8a4d41cddec7416e9f0,868844642731442206,0.65,0x434e77184f30f7a70826d8a4d41cddec7416e9f0
0x9a79ea0e432a7baae6d12afab44edcc34f409069,641316919764320266,0.7,0x9a79ea0e432a7baae6d12afab44edcc34f409069
0xaa1b4e26785a898d4aae4f1a244ebebec52b878c,520306086885195776,0.65,0xaa1b4e26785a898d4aae4f1a244ebebec52b878c
0x4ef2b715d1efad31369292450cdf9bca51998910,752255729968218142,0.65,0x4ef2b715d1efad31369292450cdf9bca51998910
0x39bb0d1ffc87bb0d71706843a79097902317a37c,779175277598736386,0.8,0x39bb0d1ffc87bb0d71706843a79097902317a37c
0x30be17c00eb904ed61ade50387d9e631b47600ea,504384296363098127,0.65,0x30be17c00eb904ed61ade50387d9e631b47600ea
0x396268ba7544589096a65c1e80d8be8338adc02d,850933658302808094,0.65,0x396268ba7544589096a65c1e80d8be8338adc02d
0xde9e6de76762f77dce44280c1e9c503f711d868e,855023133677191169,0.65,0xde9e6de76762f77dce44280c1e9c503f711d868e
0x39375e82ceef02eefc7e10697fd9977ad332b468,905249634375573554,0.65,0x39375e82ceef02eefc7e10697fd9977ad332b468
0x01325eeca96595be124f535226d0d73680225604,871969016095338546,0.65,0x01325eeca96595be124f535226d0d73680225604
0x9f88ce84b0cd79063a70ea5a0d5be4e4c8f55a41,782186514250858517,0.65,0x9f88ce84b0cd79063a70ea5a0d5be4e4c8f55a41
0x3760d37cc71d8c40c3a60ffbd5401f8a603f8e48,324014171324809219,0.65,0x3760d37cc71d8c40c3a60ffbd5401f8a603f8e48
0x9d2ca3f3b2b895880387ad5982a043baeb3a6190,689562988998557707,1,0x9d2ca3f3b2b895880387ad5982a043baeb3a6190
0x1eb8dd425b175192e9dcc9a3b28bff34872b6323,837128456227258388,0.65,0x1eb8dd425b175192e9dcc9a3b28bff34872b6323
0xe951f9dabdd935039e0afdec2d9e31f974272ea7,829067496845344770,0.65,0xe951f9dabdd935039e0afdec2d9e31f974272ea7
0xbc9a745878642bfd1d0928e1f9677f6d5af3e6d2,807045001280094208,0.65,0xbc9a745878642bfd1d0928e1f9677f6d5af3e6d2
0xa6ea01fdf86391cd7bcfc1906f04221f57cc0267,857421241237372978,0.65,0xa6ea01fdf86391cd7bcfc1906f04221f57cc0267
0x9551a47b791c425c21f585c79eed4da79c94b02f,853599162837499904,0.65,0x9551a47b791c425c21f585c79eed4da79c94b02f
0x4a1a06abc8b06b385703c4316869fac629bdf55a,805627528764194857,0.65,0x4a1a06abc8b06b385703c4316869fac629bdf55a
0xb5cfd8d76429b8d0b2d10e09ecb72f58f0c566a8,805986320005595177,0.65,0xb5cfd8d76429b8d0b2d10e09ecb72f58f0c566a8
0x2550c5b11aaa075b9e59c0268d8f88cd26c1cf18,510235202321252372,0.65,0x2550c5b11aaa075b9e59c0268d8f88cd26c1cf18
0x37664659be1d48a2ca3f7aa6b8f84c3c94634c79,780904193077674054,0.65,0x37664659be1d48a2ca3f7aa6b8f84c3c94634c79
0x7b8aa9814556167fdfeda52908cf34f760b840de,864203541530673174,0.65,0x7b8aa9814556167fdfeda52908cf34f760b840de
0x1584f91f851086a4e2e68d0fbd7c128f3676c3a6,823287630091124786,0.65,0x1584f91f851086a4e2e68d0fbd7c128f3676c3a6
0x360d67a10d1748eb0ee5bef0f729b1448cda253e,755307159545184357,0.65,0x360d67a10d1748eb0ee5bef0f729b1448cda253e
0x3954fe75ba65d480d312edca64a0e5e4493a0ae5,263070875660713984,0.65,0x3954fe75ba65d480d312edca64a0e5e4493a0ae5
0xf5c981083dbc6d261e54524b31ed99e0ae44ab6d,749166920758067242,0.65,0xf5c981083dbc6d261e54524b31ed99e0ae44ab6d
0xf2793b0456fa37009a147df705e9e651bdbe40b2,812554123982536736,0.65,0xf2793b0456fa37009a147df705e9e651bdbe40b2
0x0d6990025680a1977e2614f22a82ac74a51cd7ea,795903549044162571,0.65,0x0d6990025680a1977e2614f22a82ac74a51cd7ea
0xc25bccc80d94d2f102f4014098fbb138e7f42cd4,852533735105626142,0.65,0xc25bccc80d94d2f102f4014098fbb138e7f42cd4
0xcdb280ac5618862e014f53259975732150a8418d,854101528654905384,0.65,0xcdb280ac5618862e014f53259975732150a8418d
0x04925c6f5f5418e5968e11fd9951d7680550c6ab,637138024437907456,0.65,0x04925c6f5f5418e5968e11fd9951d7680550c6ab
0x1703579f2204d26468419012a5b7d3ec30205c74,795686968402509835,0.65,0x1703579f2204d26468419012a5b7d3ec30205c74
0x87830b817490c0ccd218f21bb8fad223e9cbd405,855822009392562206,0.65,0x87830b817490c0ccd218f21bb8fad223e9cbd405
0xc8e62e3290b5aba0c57687a602771238fb5bae81,333000932424024065,0.65,0xc8e62e3290b5aba0c57687a602771238fb5bae81
0x51f02eb1e54917bf3eb63903289535ba80097b1c,805198497376370688,0.65,0x51f02eb1e54917bf3eb63903289535ba80097b1c
0x917030b375b23bf56d4cdf036639c55db1c4827a,818683049964994571,0.65,0x917030b375b23bf56d4cdf036639c55db1c4827a
0x93bd178dc0d5c9cef647cebeaeba7fb16e6e37a8,811299869116465152,0.65,0x93bd178dc0d5c9cef647cebeaeba7fb16e6e37a8
0x766ecc10af6e81e21dd6bdd2c148174d3d58b9f5,818877037073793044,0.65,0x766ecc10af6e81e21dd6bdd2c148174d3d58b9f5
0x68f82f6d4e0c2df754305a73dd6778f138731646,776994364311470100,0.65,0x68f82f6d4e0c2df754305a73dd6778f138731646
0x57d7e3546fe3c22d26401602e9fce1527bfa29f7,367745105559420929,0.65,0x57d7e3546fe3c22d26401602e9fce1527bfa29f7
0x13745419e004a1341e5a229b7d550372a0e52526,820780599655923722,0.65,0x13745419e004a1341e5a229b7d550372a0e52526
0x91f304b7b502f7061d703c0085645c7059ca0b5e,383048635840987157,0.65,0x91f304b7b502f7061d703c0085645c7059ca0b5e
0x1246dabdbb5fa626cd5ffd9ae4e68dd04f713385,820489311170461736,0.65,0x1246dabdbb5fa626cd5ffd9ae4e68dd04f713385
0xd2bd2fe59a45a4801d10102f6a80ed8d118307ea,384160798173298692,0.65,0xd2bd2fe59a45a4801d10102f6a80ed8d118307ea
0xc140dc8fd4ca5f3894f121de3b590468811a2ff1,735940863192072284,0.65,0xc140dc8fd4ca5f3894f121de3b590468811a2ff1
0x5d8c545a323000e2173a645a31cc28ec5cbffcfc,818912001840513114,0.65,0x5d8c545a323000e2173a645a31cc28ec5cbffcfc
0x6b45b37c412cb8f32b65d4813dbccb1c4904a0f4,904104102240329748,0.65,0x6b45b37c412cb8f32b65d4813dbccb1c4904a0f4
0x0873b4bd6eee6b23d1bfc05654a2785f924356a3,366529960913141761,0.65,0x0873b4bd6eee6b23d1bfc05654a2785f924356a3
0x4b5f3d9832ada6063f8c96f06e984554009dec38,811268811604754452,0.65,0x4b5f3d9832ada6063f8c96f06e984554009dec38
0x1584f91f851086a4e2e68d0fbd7c128f3676c3a6,331672356848271361,0.65,0x1584f91f851086a4e2e68d0fbd7c128f3676c3a6
0x8786d5567b0d79b4b7f1d5098037638b1571b0ef,804491321930678312,0.65,0x8786d5567b0d79b4b7f1d5098037638b1571b0ef
0x875fa0b277cd295a06dd104fdc55d73cf4e0a088,246776396922355713,0.65,0x875fa0b277cd295a06dd104fdc55d73cf4e0a088
0x9551a47b791c425c21f585c79eed4da79c94b02f,815911358074978334,0.65,0x9551a47b791c425c21f585c79eed4da79c94b02f
0x4b9f7798af77c04abec37928b6c810a184912f4b,809584330887528448,0.65,0x4b9f7798af77c04abec37928b6c810a184912f4b
0x5f1afa56307d1eb655e0907299c01f399885b9ee,737736952866144276,0.65,0x5f1afa56307d1eb655e0907299c01f399885b9ee
0xfaae29954238f06cdea0ddd03722021c9a4e7a04,871178643076939786,0.65,0xfaae29954238f06cdea0ddd03722021c9a4e7a04
0x424617c485666a3d40e4021f96ae41ecf0693eb5,790390750369153084,0.65,0x424617c485666a3d40e4021f96ae41ecf0693eb5
0x0443892f17a81c279ee960b981cd8de27845836c,861712217144557619,0.65,0x0443892f17a81c279ee960b981cd8de27845836c
0x0b070cc9b0c2983fe92f878a301eb4d4c1c177e1,823749450777755699,0.65,0x0b070cc9b0c2983fe92f878a301eb4d4c1c177e1
0x5d8c545a323000e2173a645a31cc28ec5cbffcfc,798312702782210059,0.65,0x5d8c545a323000e2173a645a31cc28ec5cbffcfc
0x126194414e8c6daa1d37d668e5dc821a98a50015,820638813483171851,0.65,0x126194414e8c6daa1d37d668e5dc821a98a50015
0x33b39fd65deaefbee892df20e161697e1dd09a70,488834999349542926,0.65,0x33b39fd65deaefbee892df20e161697e1dd09a70
0x76d5b95881bc52ce6a1dbf26dc0fada7d2e54088,784232551313047582,0.65,0x76d5b95881bc52ce6a1dbf26dc0fada7d2e54088
0x89cbf776873748660cabf742691639be612d2550,850038238420140102,0.65,0x89cbf776873748660cabf742691639be612d2550
0x04569207d1284dee9fbbac0cc88e33cca30f498c,471511513832751104,0.65,0x04569207d1284dee9fbbac0cc88e33cca30f498c
0x776fe2c4ecd55f14e5dc5340a8ba3251dabe0623,722657311570526299,0.65,0x776fe2c4ecd55f14e5dc5340a8ba3251dabe0623
0x9a79ea0e432a7baae6d12afab44edcc34f409069,819020566513975306,0.65,0x9a79ea0e432a7baae6d12afab44edcc34f409069
0x99a13a5bcb9d8faab8f023c33842ef36864ce083,821276670639603733,0.65,0x99a13a5bcb9d8faab8f023c33842ef36864ce083
0x94cc4f760e7d95b827f67c91af4c8d6d3b86f4c8,378224660363477003,0.65,0x94cc4f760e7d95b827f67c91af4c8d6d3b86f4c8
0x0968760c0a4522be56137ceedb242394bc5f250a,272996139777785857,0.65,0x0968760c0a4522be56137ceedb242394bc5f250a
0xd0459c237c12f0174c82c8c4e8eccbfce793bdc1,821076065068777532,0.65,0xd0459c237c12f0174c82c8c4e8eccbfce793bdc1
0xce6152907590a67ed4a3afabaf486858b54836ce,706394154514776085,0.65,0xce6152907590a67ed4a3afabaf486858b54836ce
0x01593ab66501e09095c6e4c9680185386aa47c8a,428326865682432001,0.65,0x01593ab66501e09095c6e4c9680185386aa47c8a
0xa315ef387b6e8ee18d7a0b707ea1c9165b595f31,807636855054794772,0.65,0xa315ef387b6e8ee18d7a0b707ea1c9165b595f31
0xe0cea2ffd32c4df5f9a47e03118925858b97a015,721961255337853003,0.65,0xe0cea2ffd32c4df5f9a47e03118925858b97a015
0x52ef84ae290b06efe8461ff05b0ab5b03c97a992,754054330927284377,0.65,0x52ef84ae290b06efe8461ff05b0ab5b03c97a992
0x5d8c545a323000e2173a645a31cc28ec5cbffcfc,786388086576906291,0.65,0x5d8c545a323000e2173a645a31cc28ec5cbffcfc
