# accountAddr,discordID,scholarShare,payoutAddress
0x76be9ab2ce3b63cdb8c588ef7eb57b26fe78e743,860095208801042453,0.65,0x76be9ab2ce3b63cdb8c588ef7eb57b26fe78e743
0x04796781204f44b452a41eb99949f5dc141ff9b0,269877731129294849,0.65,0x04796781204f44b452a41eb99949f5dc141ff9b0
0x50e7ce86c58b2f01d1d93a29fe9f3e2a09798402,518673620537573387,0.65,0x50e7ce86c58b2f01d1d93a29fe9f3e2a09798402
0x8ca43407652e47aa37e771167500e622b86b62a7,538215799056367626,0.65,0x8ca43407652e47aa37e771167500e622b86b62a7
0x37d197e7fe65fac1670bcdfba5c704f4e9e361c4,863094070415327284,0.65,0x37d197e7fe65fac1670bcdfba5c704f4e9e361c4
0x1afed1e66fa1e288500f3fc3529e89b44771313e,782184870901841961,0.65,0x1afed1e66fa1e288500f3fc3529e89b44771313e
0x30f7860a05a2196de65d99f187b60936a64ff9e4,768337280024576021,0.65,0x30f7860a05a2196de65d99f187b60936a64ff9e4
0x327fa573cc123c3fb308c4f9686ebe9584f3f66c,770710074980958238,0.65,0x327fa573cc123c3fb308c4f9686ebe9584f3f66c
0x532ab36fe249437e63ff6fd517240ca9a078dd82,380334664927150081,0.65,0x532ab36fe249437e63ff6fd517240ca9a078dd82
0x9c50ba21a79fa4c990971277764ebd2b10e002df,782180870463160321,0.65,0x9c50ba21a79fa4c990971277764ebd2b10e002df
0x4662b33351257d75446d509613a5b68cefcd2bee,751255829554004039,0.65,0x4662b33351257d75446d509613a5b68cefcd2bee
0x6de5b3580a3c942345ba8b94d847e55bcc5557a6,400767448963612673,0.65,0x6de5b3580a3c942345ba8b94d847e55bcc5557a6
0xa7148cedfbd655f4263e8e6d1d0b7ca0ff48fe41,820746371706781696,0.65,0xa7148cedfbd655f4263e8e6d1d0b7ca0ff48fe41
0x960c3640ecd1b6758b612f98f97b13a6d1b99e16,744397355671093258,0.65,0x960c3640ecd1b6758b612f98f97b13a6d1b99e16
0x34f9beb0ce6a10c872c8868e225aa1309c9dda87,857633526618521631,0.65,0x34f9beb0ce6a10c872c8868e225aa1309c9dda87
0x144a6bc79d6a8dabe94c6804d242d9771f226e80,845461042909937665,0.65,0x144a6bc79d6a8dabe94c6804d242d9771f226e80
0x35d10dfef8d6d7122d86a0ed7369582fcb85865f,760846266942095361,0.65,0x35d10dfef8d6d7122d86a0ed7369582fcb85865f
0x02265d5ccfc13f7f7a59b1b865087c4221f83b53,831636836680990741,0.65,0x02265d5ccfc13f7f7a59b1b865087c4221f83b53
0x7754b445a4a615212e0ed83f7e32691cadfe8198,516457792631210014,0.65,0x7754b445a4a615212e0ed83f7e32691cadfe8198
0x13fc6a2d087d78825f46c4dd3808caae96aaa66e,676866869617098782,0.65,0x13fc6a2d087d78825f46c4dd3808caae96aaa66e
0x7a3c9637a74437701b0fd1a06926a8483c3a87d4,698793112704778290,0.65,0x7a3c9637a74437701b0fd1a06926a8483c3a87d4
0x0a5d9d7c21ea1e91b447b0859f94e29ddfc1976b,391745811836436491,0.65,0x0a5d9d7c21ea1e91b447b0859f94e29ddfc1976b
0x4031d23db542a21eb12c3a2937b98dc4ada04953,771329530283425813,0.65,0x4031d23db542a21eb12c3a2937b98dc4ada04953
0x9023b8f8b5da0653debae2dd8ce510b65b1dd9ca,181560180255883264,0.65,0x9023b8f8b5da0653debae2dd8ce510b65b1dd9ca
0xcc9e2431ce640e7d129aedd01e88ef9ecfbe6a7a,848907230852939786,0.65,0xcc9e2431ce640e7d129aedd01e88ef9ecfbe6a7a
0xed322757e59c780a47573ca7cc4c78194530a5c2,854417877977399306,0.65,0xed322757e59c780a47573ca7cc4c78194530a5c2
0x1246dabdbb5fa626cd5ffd9ae4e68dd04f713385,844322613156118579,0.65,0x1246dabdbb5fa626cd5ffd9ae4e68dd04f713385
0x1d5857771495671d8671bbe9eec55b6262dbc5a5,723184948919664692,0.65,0x1d5857771495671d8671bbe9eec55b6262dbc5a5
0xe07977d2ab20077cb32c706826e7327f8f9d91ea,896868527372394546,0.65,0xe07977d2ab20077cb32c706826e7327f8f9d91ea
0x5dcda0210e23481b73f8b89a86f83c9d4ab835b4,391687284782661643,0.65,0x5dcda0210e23481b73f8b89a86f83c9d4ab835b4
0xbbe4cb92e2293c324c64ae535b6e1011d9df1422,868476308877873203,0.65,0xbbe4cb92e2293c324c64ae535b6e1011d9df1422
0x94b3f7871693b3675ba807edd43f6471902098c7,489292917639348224,0.65,0x94b3f7871693b3675ba807edd43f6471902098c7
0x4311b1b74d7149ae8d125a93209c406982375256,858095538515607562,0.65,0x4311b1b74d7149ae8d125a93209c406982375256
0x52aceebd18d104db45b341c39e721e8968769d16,804179020500959282,0.65,0x52aceebd18d104db45b341c39e721e8968769d16
0x370cb1fbb0074cd4408c28f86b9e229d3657c370,874209506618380289,0.65,0x370cb1fbb0074cd4408c28f86b9e229d3657c370
0x69309f8fea07b9898e06905f6140da5dea52a0b8,490537494928949249,0.65,0x69309f8fea07b9898e06905f6140da5dea52a0b8
0xa1551b4ad0d3f10591b9ba6605b39076a6ec4448,732985867563565110,0.65,0xa1551b4ad0d3f10591b9ba6605b39076a6ec4448
0x6e44f404159085e5e525e74836a13bfab6d7f9cf,232307003257520132,0.65,0x6e44f404159085e5e525e74836a13bfab6d7f9cf
0xedb4093d505ffc67d0c1f83e4cdbdf42a6c05571,894248831913431041,0.65,0xedb4093d505ffc67d0c1f83e4cdbdf42a6c05571
0x4237421329c751f1c327a5c720831bf63b3ac86b,790389262834073650,0.65,0x4237421329c751f1c327a5c720831bf63b3ac86b
0x4cacc1fa13168a350fd23d4681401511cc9a3666,836648546509127701,0.65,0x4cacc1fa13168a350fd23d4681401511cc9a3666
0x0bb9aed84aedaf55ef0b10c9b019fc9a932a2124,429093312666796049,0.65,0x0bb9aed84aedaf55ef0b10c9b019fc9a932a2124
0x7d52e51a4d2f3266a8e3156f1a3386c2a4e282c7,817359887200813086,0.65,0x7d52e51a4d2f3266a8e3156f1a3386c2a4e282c7
0x5cd9c32485e13d2d1a5908b735d36117d6146fe8,353879090639536128,0.7,0x5cd9c32485e13d2d1a5908b735d36117d6146fe8
0x302fe994fc4e7f030c26f4baed695900349b4aa9,849642720523583578,0.65,0x302fe994fc4e7f030c26f4baed695900349b4aa9
0xb75109d4e83aa90b32ea997a7619a5b5d3f0e24b,813762325416378391,0.65,0xb75109d4e83aa90b32ea997a7619a5b5d3f0e24b
0xbd6879e8ab1de04215897b5141a0b5e9776eb9e2,865937791846580265,0.65,0xbd6879e8ab1de04215897b5141a0b5e9776eb9e2
0xb556de2995ed031dbac37ff9c82afd2da50977d8,869033337342271538,0.65,0xb556de2995ed031dbac37ff9c82afd2da50977d8
0x01738de4f2b4bfa147bbb03edac075746a2eb3a8,894199160906076180,0.65,0x01738de4f2b4bfa147bbb03edac075746a2eb3a8
0x04629c870154d635ca0db904ea1bcae5e382a426,752614912349569146,0.65,0x04629c870154d635ca0db904ea1bcae5e382a426
0x02b9a4fe78ad4d099771b71f2ff85d299cfb9802,860135123725713419,0.65,0x02b9a4fe78ad4d099771b71f2ff85d299cfb9802
0x8ced28a69d69a6a0d24d25fb1b367fd302e9b0a9,870256341703331850,0.65,0x8ced28a69d69a6a0d24d25fb1b367fd302e9b0a9
0x161dbba23aebdef5c1a0ad8adccc98fb6b3f2015,546193812553465871,0.65,0x161dbba23aebdef5c1a0ad8adccc98fb6b3f2015
0xf84967b96c7cd1dc4ab7ea887a00a67b4ade4466,867164431884484649,0.65,0xf84967b96c7cd1dc4ab7ea887a00a67b4ade4466
0x53aeef5861d1cb2074ee6f1b0bc4d779d8066925,850023963941142570,0.65,0x53aeef5861d1cb2074ee6f1b0bc4d779d8066925
0xc78ab5c320ecf74b1055ab27b992a5a9d854c1cb,827935451217788928,0.65,0xc78ab5c320ecf74b1055ab27b992a5a9d854c1cb
0x3e6ae0edc75cb87890b09a6de890664d22243635,864406971591032832,0.65,0x3e6ae0edc75cb87890b09a6de890664d22243635
0xd352ce79cd748c3dc3548eb19ea7a67a748546ef,209670582294413312,0.65,0xd352ce79cd748c3dc3548eb19ea7a67a748546ef
0x33aa07cfe2ea013f523c81a1b3e62ad125bb57c0,728959069791977535,0.65,0x33aa07cfe2ea013f523c81a1b3e62ad125bb57c0
0x6be0157369ce976ce13b5b84adf899f5111283c0,543383999767379968,0.65,0x6be0157369ce976ce13b5b84adf899f5111283c0
0x5f43a424ef27cd1ef539f264d24be36f3a5cbf73,879731252104663140,0.75,0x5f43a424ef27cd1ef539f264d24be36f3a5cbf73
0xe93b4a2cb68f86e185a33587554cd1d7a3244c5a,875247390523789352,0.65,0xe93b4a2cb68f86e185a33587554cd1d7a3244c5a
0x906c0991461cb77f6c05d71caef8a724bac1c415,858203492694622228,0.65,0x906c0991461cb77f6c05d71caef8a724bac1c415
0x23545a1692b0d00524a9a50807bbf1b236231043,240403999185043457,0.65,0x23545a1692b0d00524a9a50807bbf1b236231043
0xa1fa389b53496985717617b29a1f8fef6bea2637,859762790990217216,0.65,0xa1fa389b53496985717617b29a1f8fef6bea2637
0xd397aa1c992f8f03a4c0afd42d6ca588ce4ddb81,340804354699296779,0.65,0xd397aa1c992f8f03a4c0afd42d6ca588ce4ddb81
0xcab1913f7b208e117d32bb0fe3dc0b90c3a1784d,548437594317389842,0.65,0xcab1913f7b208e117d32bb0fe3dc0b90c3a1784d
0x5f5b43c40013e77c522039222a43420da648b480,776221273026068501,0.65,0x5f5b43c40013e77c522039222a43420da648b480
0x9110d220554f7c0b9e5a97f0c4b7f3925fb1631c,857295904490782762,0.65,0x9110d220554f7c0b9e5a97f0c4b7f3925fb1631c
0x8a5d7b19ca4eb32ea9c14fedb2ffb9b5d269c960,772781608678850581,0.65,0x8a5d7b19ca4eb32ea9c14fedb2ffb9b5d269c960
0x11887c49be58eaa63fa9429fb1fda1383fb0c802,847759280999628822,0.65,0x11887c49be58eaa63fa9429fb1fda1383fb0c802
0xea4a891a4bf90c4552b105dff02f5922e27b8dbc,748159787782635521,0.65,0xea4a891a4bf90c4552b105dff02f5922e27b8dbc
0x77bb0b7f4505fcb0496983d14bf18e6cf9430726,869841794056224778,0.65,0x77bb0b7f4505fcb0496983d14bf18e6cf9430726
0x5bbf5ab47215d4dbdf1038988a1ed48514c317b1,871256374229737493,0.65,0x5bbf5ab47215d4dbdf1038988a1ed48514c317b1
0x9ddfa47fff1dfa7834e904f373466c5aacbc2074,751736670532927518,0.65,0x9ddfa47fff1dfa7834e904f373466c5aacbc2074
0x4b260e973c371ba32a65eeca4b2076855fb26606,887575602910076941,0.65,0x4b260e973c371ba32a65eeca4b2076855fb26606
0x18a812fd7ea005bf6c15298e4ac9e72eed330339,800807358845812766,0.65,0x18a812fd7ea005bf6c15298e4ac9e72eed330339
0x55caeef4de3810bcf4b71f418d22cdc72ca7e6e5,722463397811060796,0.85,0x55caeef4de3810bcf4b71f418d22cdc72ca7e6e5
0x0f5bd8025d0c4ba8a9d25dc16e130241a7962946,874008069909147698,0.65,0x0f5bd8025d0c4ba8a9d25dc16e130241a7962946
0x766ecc10af6e81e21dd6bdd2c148174d3d58b9f5,596933302976512019,0.85,0x766ecc10af6e81e21dd6bdd2c148174d3d58b9f5
0x7c4c4bd99fd75cc0ee57ec0aefdde48c4475b785,391272619065868289,0.65,0x7c4c4bd99fd75cc0ee57ec0aefdde48c4475b785
0x39bb0d1ffc87bb0d71706843a79097902317a37c,873714586262593586,0.65,0x39bb0d1ffc87bb0d71706843a79097902317a37c
0xede107c28e7f3c5931623a4b68626ea4ad09676f,775005113424019486,0.65,0xede107c28e7f3c5931623a4b68626ea4ad09676f
0x13b8389826e12265b3f4e9c74821fbdd58056f00,670589557497921536,0.65,0x13b8389826e12265b3f4e9c74821fbdd58056f00
0x084796a475a088b8cc278947254df98c74860b5c,429246647596351489,0.65,0x084796a475a088b8cc278947254df98c74860b5c
0x0ecf20cc86086909de4a726ff9d1b8fcdc687168,871413573430153257,0.65,0x0ecf20cc86086909de4a726ff9d1b8fcdc687168
0xbdac206ac54ab326fd60bd466437d413451b2fd6,873700233459159114,0.65,0xbdac206ac54ab326fd60bd466437d413451b2fd6
0x0f06a19973a9a0e7c7d69c5d7b1361f4bfe39be5,868388838228250654,0.65,0x0f06a19973a9a0e7c7d69c5d7b1361f4bfe39be5
0x024d4cad9d85366c686e7d87f9c476b84d5be85a,108664908769415168,0.65,0x024d4cad9d85366c686e7d87f9c476b84d5be85a
0x6e876a4d3c2bfdbab76807cfa392270292d1163b,877767941872046100,0.65,0x6e876a4d3c2bfdbab76807cfa392270292d1163b
0xa57c7826ba617926ce90ae0146fc70f33f768b72,879224324106625024,0.65,0xa57c7826ba617926ce90ae0146fc70f33f768b72
0x7c93684b824c93f2c427656f5b4146819b9da059,852781693222912011,0.65,0x7c93684b824c93f2c427656f5b4146819b9da059
0x53f993a439452316ff8f48655452ab2d28a35b3e,844990356898316329,0.65,0x53f993a439452316ff8f48655452ab2d28a35b3e
0x9ed8647ee549916635a0042c934123f1c239a1a7,801499593527132210,0.65,0x9ed8647ee549916635a0042c934123f1c239a1a7
0xa260e21a85b090336dcc8870f856251b075fa875,856712263598866472,0.65,0xa260e21a85b090336dcc8870f856251b075fa875
0xE2355e51a0747b71b9B4cD7EAD44BB264f1f0273,347186019860348928,1,0xE2355e51a0747b71b9B4cD7EAD44BB264f1f0273
0x7776d7e03506b321c17e2e812c8bd5ad87163536,349035763846873089,0.65,0x7776d7e03506b321c17e2e812c8bd5ad87163536
0x1330732b93b07ed25795ad1659bffd00e40fbca3,844346933476458506,0.65,0x1330732b93b07ed25795ad1659bffd00e40fbca3
0xeb89246fc0acb8fa2cdd79dd6a63a00549b0fae0,837884964182949938,0.65,0xeb89246fc0acb8fa2cdd79dd6a63a00549b0fae0
0xecd9596dfbfa5c54329e3829140752f45ee2cdb5,853379005180805141,0.65,0xecd9596dfbfa5c54329e3829140752f45ee2cdb5
0x560690298fad0d251736de661348beb504c28652,853034159076802570,0.65,0x560690298fad0d251736de661348beb504c28652
0xcdbdaee9e7cd5199c61b0aae6b713985b296a2a8,875574330594062396,0.65,0xcdbdaee9e7cd5199c61b0aae6b713985b296a2a8
0x8727d459cd3c989cd4cf6855cfa588ea76dd7a5e,882429368645857310,0.65,0x8727d459cd3c989cd4cf6855cfa588ea76dd7a5e
0x695a5943580234722a513baeabc9a8137d7c6c87,868113222446764032,0.65,0x695a5943580234722a513baeabc9a8137d7c6c87
0xb38c9bee485c65a8b7ac117a964d1f724f1e918c,861754175607275540,0.65,0xb38c9bee485c65a8b7ac117a964d1f724f1e918c
0xc2c845357cc819614f96552c2acf6df6177fed2d,870850647732416553,0.65,0xc2c845357cc819614f96552c2acf6df6177fed2d
0xf7446efb5db647de4c8fd00acb142e647250b14a,719517887068635206,0.65,0xf7446efb5db647de4c8fd00acb142e647250b14a
0x9401756c8893e746ceea4560ff50679c1dbef26c,863777607179173898,0.65,0x9401756c8893e746ceea4560ff50679c1dbef26c
0x9551a47b791c425c21f585c79eed4da79c94b02f,864708793510395944,0.65,0x9551a47b791c425c21f585c79eed4da79c94b02f
0x18e9e07f7904884cb6c4c3d5e32383f6738d2e70,890088887546961970,0.65,0x18e9e07f7904884cb6c4c3d5e32383f6738d2e70
0x769fc1f92af9ebffe538d89962ccda5bb0640048,878250545045962812,0.65,0x769fc1f92af9ebffe538d89962ccda5bb0640048
0x05c41fc430b001c95ea3c61f967d1ad754203092,579776185815531530,0.65,0x05c41fc430b001c95ea3c61f967d1ad754203092
0x3c0bc72be9ac1be3f8b63d39ffa1923df457dbf2,873885747172753428,0.65,0x3c0bc72be9ac1be3f8b63d39ffa1923df457dbf2
0x7edd5b27d8f7a4d93a4f43a05ebab43f74f28cfd,874910632821026827,0.65,0x7edd5b27d8f7a4d93a4f43a05ebab43f74f28cfd
0x438c4edcdba91a3316078cedb45e742f639431f2,873175394172403742,0.65,0x438c4edcdba91a3316078cedb45e742f639431f2
0xc4d00aa53e485532dad5a734e6bac6d3ba9de11a,651457821967253535,0.65,0xc4d00aa53e485532dad5a734e6bac6d3ba9de11a
0xc23c050ecf61116255501e00a4d1cb68e893351a,460421721082691614,0.65,0xc23c050ecf61116255501e00a4d1cb68e893351a
0x53649648fe787874f1db1a09022f27274e1a50f8,243556381859381259,0.65,0x53649648fe787874f1db1a09022f27274e1a50f8
0xb1f488b4dbc0adc6e57c22f3e4c0879a71c9dda0,861141685399846964,0.65,0xb1f488b4dbc0adc6e57c22f3e4c0879a71c9dda0
0x50555a964358f31e9f3f99aa80cc9d44d1c13a1a,760092805879824414,0.65,0x50555a964358f31e9f3f99aa80cc9d44d1c13a1a
0xec7d6c6eeb20a37f8f1b7bba6393b08761cc6659,870551758517190656,0.65,0xec7d6c6eeb20a37f8f1b7bba6393b08761cc6659
0x122dc10bec234b8aad43c04fdd36fc97b2be1d56,899442198855176212,0.65,0x122dc10bec234b8aad43c04fdd36fc97b2be1d56
0x011f914d15788008e2654df11ff1a55a1c2c30d7,894982573611188275,0.65,0x011f914d15788008e2654df11ff1a55a1c2c30d7
0x112176a409d80837a06bdbf59354be2f0ec9a41d,710748611800989726,0.65,0x112176a409d80837a06bdbf59354be2f0ec9a41d
0xa24c5cc3679757a3dc7179a384e47ff5f682efd2,476105933278150657,0.65,0xa24c5cc3679757a3dc7179a384e47ff5f682efd2
0x365d143e5ae2fe31a776c872476aa2af9d907195,877595320803033159,0.65,0x365d143e5ae2fe31a776c872476aa2af9d907195
0x9aa8842bf179dee2ff19d0ef9221041eff1fd141,715321808940695723,0.65,0x9aa8842bf179dee2ff19d0ef9221041eff1fd141
0x89f7effcf59cdbd274218a21ca8420aca511a59f,875183961234632774,0.65,0x89f7effcf59cdbd274218a21ca8420aca511a59f
0xb18de1bd13f5135239657421cc0cedc519a0fd18,896994006179913759,0.65,0xb18de1bd13f5135239657421cc0cedc519a0fd18
0xff00eace253de576a997f320cb17683b825530f3,805796283418804264,0.65,0xff00eace253de576a997f320cb17683b825530f3
0x37ee4e4790e76d0721189f5d2cc3420e5353836f,863933832595374131,0.65,0x37ee4e4790e76d0721189f5d2cc3420e5353836f
0x26d5be97956986900b1daf725b3891f269b5f7af,809033195264802896,0.65,0x26d5be97956986900b1daf725b3891f269b5f7af
0x44c5dee7048ee3c03a7c8127c0e963ad7ac5f4c1,757973814578642954,0.65,0x44c5dee7048ee3c03a7c8127c0e963ad7ac5f4c1
0x6f4ec08e69faa48646db68e681248828a23936c3,883199282457477130,0.65,0x6f4ec08e69faa48646db68e681248828a23936c3
0xafcc6a76d023345fd72105586783d4d2076bbe1c,899606613567098970,0.65,0xafcc6a76d023345fd72105586783d4d2076bbe1c
0xaa8ffcf59ee34cd0f4d9487b845d6ad98acd9d07,909775688448499712,0.65,0xaa8ffcf59ee34cd0f4d9487b845d6ad98acd9d07
0x7924c40d27fca5737393bee1590bbb1ed4661fc1,909077082242416640,0.65,0x7924c40d27fca5737393bee1590bbb1ed4661fc1
